Tolerance,Jacobi-It,Sor-It,Jacobi-Err,Sor-Err
0.010002136,35,46,388.5,0
0.0010004044,68,110,347.5,9.5546875
0.000100016594,136,110,296.5,9.5546875
0.00001001358,136,110,296.5,9.5546875
0.000001013279,136,110,296.5,9.5546875
0.00000011920929,136,110,296.5,9.5546875
